City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
442,yen bai,21.7,104.8667,21.18,89,100,0.64,VN,1680889237
443,beloha,-25.1667,45.05,24.28,80,19,4.22,MG,1680889238
444,teknaf,20.8624,92.3058,23.56,51,1,2.22,BD,1680889238
445,coka,45.9425,20.1433,4.88,82,100,2.31,RS,1680889239
446,milkovo,54.7167,158.6167,-3.63,80,100,0.98,RU,1680889239
447,trairi,-3.2778,-39.2689,28.2,74,88,4.29,BR,1680889135
448,laguna,38.421,-121.4238,14.01,80,100,4.63,US,1680889240
449,cairns,-16.9167,145.7667,26.97,86,100,1.03,AU,1680889240
450,almaty,43.25,76.95,9.95,66,75,5.0,KZ,1680889241
451,villa carlos paz,-31.4241,-64.4978,27.44,36,25,4.02,AR,1680889241
452,alta floresta,-9.8756,-56.0861,29.9,70,40,2.06,BR,1680889242
453,maun,-19.9833,23.4167,26.98,41,0,2.06,BW,1680889242
454,aksu,41.1231,80.2644,12.02,18,100,1.71,CN,1680889243
455,road town,18.4167,-64.6167,28.02,65,40,4.63,VG,1680889229
456,sola,-13.8833,167.55,27.55,75,49,2.09,VU,1680889244
457,samarai,-10.6167,150.6667,27.95,78,100,2.86,PG,1680889245
458,bairiki,1.3292,172.9752,28.0,78,40,4.12,KI,1680889245
459,puerto colombia,10.9878,-74.9547,32.05,73,62,9.3,CO,1680889246
460,isangel,-19.55,169.2667,24.56,79,0,0.54,VU,1680889247
461,chicama,-7.8447,-79.1469,27.3,59,100,4.3,PE,1680889248
462,isla mujeres,21.2311,-86.731,29.03,66,2,5.75,MX,1680889248
463,balabac,7.9868,117.0645,26.53,77,4,3.35,PH,1680889249
464,ewo,-0.8725,14.8206,23.64,91,84,1.93,CG,1680889249
465,malanje,-9.5402,16.341,19.78,90,81,0.94,AO,1680889250
466,lokosovo,61.1333,74.8167,-12.56,84,50,7.17,RU,1680889250
467,campbellton,48.0075,-66.6727,3.25,81,99,8.16,CA,1680889251
468,jiuquan,39.7432,98.5174,7.14,19,22,2.5,CN,1680889251
469,komsomolskiy,40.4272,71.7189,16.4,48,75,1.03,UZ,1680889252
470,camargo,27.6667,-105.1667,19.82,27,0,2.02,MX,1680889252
471,dawei,14.0833,98.2,25.45,87,97,0.78,MM,1680889253
472,port maria,18.3685,-76.8895,28.98,78,17,5.15,JM,1680889254
473,mayor pablo lagerenza,-19.9309,-60.7718,28.06,54,100,2.62,PY,1680889254
474,san marcos,33.1434,-117.1661,21.57,49,0,1.54,US,1680889255
475,mumford,5.2618,-0.759,28.2,80,99,5.95,GH,1680889256
476,upington,-28.4478,21.2561,28.21,17,0,3.09,ZA,1680889256
477,sotnikovskoye,45.0039,43.7772,12.96,57,98,2.56,RU,1680889257
478,okato,-39.2,173.8833,12.73,82,100,1.79,NZ,1680889257
479,berdigestyakh,62.0989,126.6992,-8.74,94,100,6.65,RU,1680889258
480,port hawkesbury,45.6169,-61.3485,11.06,54,0,10.8,CA,1680889258
481,kyzyl-suu,42.3414,78.0056,4.57,81,100,4.92,KG,1680889259
482,medvedovskaya,45.4531,39.0258,10.65,93,88,3.63,RU,1680889259
483,rehoboth,-23.3167,17.0833,23.12,30,84,4.31,NA,1680889260
484,doha,25.2867,51.5333,25.17,58,0,3.09,QA,1680889110
485,lavrentiya,65.5833,-171.0,-24.35,88,100,3.03,RU,1680889262
486,port lincoln,-34.7333,135.8667,16.82,77,89,7.53,AU,1680889263
487,alofi,-19.0595,-169.9187,21.94,100,47,0.51,NU,1680889263
488,kurilsk,45.2333,147.8833,2.95,99,100,2.29,RU,1680889264
489,zaysan,47.4667,84.8667,11.51,37,92,3.22,KZ,1680889264
490,nagorsk,59.3172,50.8078,-3.33,86,3,0.72,RU,1680889265
491,taoudenni,22.6783,-3.9836,31.51,9,0,2.58,ML,1680889265
492,san cristobal,7.7669,-72.225,23.1,72,100,0.99,VE,1680889266
493,trang,7.5,99.5,24.56,91,70,0.84,TH,1680889266
494,kushima,31.4583,131.2333,13.35,84,0,4.45,JP,1680889267
495,oranjemund,-28.55,16.4333,16.08,85,3,4.6,NA,1680889267
496,port augusta,-32.5,137.7667,15.91,80,21,4.45,AU,1680889268
497,manicore,-5.8092,-61.3003,28.97,70,40,3.09,BR,1680889268
498,petropavlovsk-kamchatskiy,53.0452,158.6483,-0.67,86,100,1.0,RU,1680889269
499,bud,39.447,-86.1758,13.28,43,100,4.77,US,1680889269
500,meulaboh,4.1363,96.1285,24.32,91,100,1.42,ID,1680889270
501,ostrovnoy,68.0531,39.5131,2.08,90,99,7.48,RU,1680889270
502,taltal,-25.4,-70.4833,21.88,71,13,2.41,CL,1680889271
503,birin,26.8865,88.0718,14.53,50,5,3.27,NP,1680889272
504,inirida,3.8653,-67.9239,33.39,47,100,1.22,CO,1680889272
505,avanigadda,16.0215,80.9181,26.3,77,4,2.71,IN,1680889273
506,murray bridge,-35.1167,139.2667,16.18,76,99,5.13,AU,1680889273
507,south river,40.4465,-74.386,14.5,31,96,2.24,US,1680889274
508,kapoeta,4.7717,33.5903,31.96,33,81,5.98,SS,1680889275
509,cacahoatan,14.9833,-92.1667,30.11,53,25,3.4,MX,1680889275
510,sorrento,40.626,14.3744,13.39,79,1,0.89,IT,1680889276
511,oriximina,-1.7656,-55.8661,30.87,56,96,0.7,BR,1680889277
512,turukhansk,65.8167,87.9833,-23.19,100,100,2.58,RU,1680889277
513,rexburg,43.826,-111.7897,-1.27,54,0,2.57,US,1680889047
514,najran,17.4924,44.1277,27.36,39,70,1.04,SA,1680889279
515,broken hill,-31.95,141.4333,14.73,72,0,5.74,AU,1680889279
516,acari,-15.4311,-74.6158,30.8,54,12,4.92,PE,1680889280
517,letlhakane,-21.4167,25.5833,24.29,32,0,2.52,BW,1680889280
518,bataipora,-22.2953,-53.2711,25.07,81,98,0.71,BR,1680889281
519,chiriqui grande,8.95,-82.1167,28.04,67,92,2.42,PA,1680889281
520,katangli,51.7102,143.2326,-2.26,96,100,6.2,RU,1680889282
521,coahuayana,18.7333,-103.6833,31.16,35,0,3.84,MX,1680889283
522,reyes,-14.3167,-67.3833,29.98,62,75,4.12,BO,1680889283
523,vila franca do campo,37.7167,-25.4333,12.23,60,87,6.2,PT,1680889284
524,ilam,26.9167,87.9167,17.7,42,5,2.96,NP,1680889204
525,somerville,42.3876,-71.0995,15.61,27,75,9.26,US,1680889077
526,murud,18.3258,72.965,28.6,58,69,3.94,IN,1680889285
527,praia,14.9215,-23.5087,27.3,54,0,8.75,CV,1680889036
528,anuradhapura,8.3565,80.4173,23.0,84,62,1.38,LK,1680889287
529,bento goncalves,-29.1714,-51.5192,19.55,93,97,0.95,BR,1680889093
530,makakilo city,21.3469,-158.0858,24.18,76,0,3.09,US,1680889288
531,abu samrah,35.3029,37.1841,13.9,52,6,3.87,SY,1680889288
532,lady frere,-31.7031,27.2329,17.29,81,84,2.8,ZA,1680889289
533,rawah,34.4816,41.9093,23.25,26,16,8.57,IQ,1680889290
534,burnie,-41.0667,145.9167,13.3,72,85,6.25,AU,1680889291
535,menongue,-14.6585,17.691,21.42,56,89,3.18,AO,1680889291
536,olinda,-8.0089,-34.8553,29.85,62,20,5.14,BR,1680889042
537,panzhihua,26.5851,101.7128,17.1,35,0,0.43,CN,1680889292
538,stawell,-37.05,142.7667,12.91,81,92,3.59,AU,1680889293
539,placido de castro,-10.3353,-67.1856,24.66,96,97,1.99,BR,1680889294
540,san pablo de borbur,5.6603,-74.0621,26.64,79,98,1.46,CO,1680889294
541,bubaque,11.2833,-15.8333,25.36,71,29,6.35,GW,1680889295
542,vanimo,-2.6741,141.3028,27.62,77,100,3.92,PG,1680889295
543,grindavik,63.8424,-22.4338,8.97,87,100,22.12,IS,1680889296
544,agirish,61.9247,63.0231,-6.5,85,95,4.91,RU,1680889296
545,auki,-8.7676,160.7034,24.96,86,55,1.61,SB,1680889297
546,jumla,29.2747,82.1838,7.25,53,1,2.14,NP,1680889144
547,pisco,-13.7,-76.2167,26.03,78,0,5.14,PE,1680889240
548,alihe,50.5667,123.7167,-8.94,94,32,0.96,CN,1680889298
549,tateyama,34.9833,139.8667,17.8,82,83,10.22,JP,1680889299
550,elk plain,47.0532,-122.3976,11.44,91,100,4.12,US,1680889299
551,mayo,38.8876,-76.5119,14.23,49,100,2.06,US,1680889299
552,mbandaka,0.0487,18.2603,24.24,82,62,0.55,CD,1680889300
553,jining,35.405,116.5814,6.87,37,18,2.07,CN,1680889300
554,mwene-ditu,-7.0,23.45,20.89,90,68,0.59,CD,1680889301
555,sangar,63.9242,127.4739,-12.06,80,100,13.27,RU,1680889301
556,kinshasa,-4.3246,15.3215,26.49,77,98,1.76,CD,1680889302
557,henties bay,-22.116,14.2845,16.49,89,46,4.14,NA,1680889302
558,westport,41.1415,-73.3579,14.53,26,0,6.69,US,1680889303
559,puksoozero,62.5903,40.6066,-3.92,95,23,1.28,RU,1680889303
560,catamarca,-28.4696,-65.7852,30.99,39,14,1.79,AR,1680889303
561,vostok,46.4856,135.8833,-5.66,83,70,1.27,RU,1680889304
562,kisesa,-3.0833,34.15,19.42,82,45,3.06,TZ,1680889304
563,alappuzha,9.49,76.3264,27.25,76,21,1.53,IN,1680889305
564,orkney,-26.9802,26.6727,20.74,33,21,1.8,ZA,1680889306
565,cuiluan,47.72,128.648,-0.01,82,100,3.65,CN,1680889307
566,hobyo,5.3505,48.5268,28.11,67,14,6.45,SO,1680889307
567,plettenberg bay,-34.0527,23.3716,17.46,92,27,2.07,ZA,1680889308
568,ukiah,39.1502,-123.2078,12.03,87,100,5.14,US,1680889211
569,maceio,-9.6658,-35.7353,30.69,66,40,5.66,BR,1680889133
570,muli,2.9167,73.5667,28.07,68,56,1.49,MV,1680889310
571,tocopilla,-22.092,-70.1979,24.16,69,10,3.02,CL,1680889109
